,Company,Website,Source,Description,Location,SDG Goal,five Ps,Rainmaking SDG Subtopic,Impact Statement,Location of Impact,Additional SDGs,Primary SDG,Source link,Multy label
466,node.energy,https://node.energy/,Dealroom,Saas for the commercial optimization of local energy concepts,,"SDG 2: Zero Hunger, SDG 13: Climate action",_multy_labeled,,,,,Side,https://app.dealroom.co/companies/node_energy,1
467,Enair,http://www.enair.es,Dealroom,"Enair designs and develops wind turbines for homes and small industries, such as farms, greenhouses, and warehouses",,7,Prosperity,,,,,,https://app.dealroom.co/companies/enair_energy,0
468,Hybrid Energy Solutions,http://www.hybrid.ie,Dealroom,Hybrid generator that reduces fuel consumption by 50% to 80% for a standard telecommunications base station and CO2 emissions by 50 tonnes per annum.,,7,Prosperity,,,,,,https://app.dealroom.co/companies/hybrid_energy_solutions,0
469,mOm Incubators,http://www.momincubators.com/,Dealroom,Incubator constructed to decrease the number of premature child deaths,,7,Prosperity,,,,,,https://app.dealroom.co/companies/mom_incubators,0
470,Syntoil,http://www.syntoil.pl,Dealroom,Syntoil,,11,Prosperity,,,,,,https://app.dealroom.co/companies/syntoil,0
471,Veritable,https://www.veritable-potager.fr/fr/,Dealroom,Solutions for growing edible plants indoors,,"SDG 13,12",_multy_labeled,,,,,,https://app.dealroom.co/companies/veritable,1
472,Fesia,http://www.fesiatechnology.com/,Dealroom,New generation of medical devices based on functional electrical stimulation,,7,Prosperity,,,,,,https://app.dealroom.co/companies/fesia,0
473,Amynova Polymers,http://amynova.com/,Dealroom,Development and production of biodegradable polymers,,11,Prosperity,,,,,,https://app.dealroom.co/companies/amynova_polymers,0
474,Nutri'Earth,https://www.nutriearth.fr/,Dealroom,Markets a range of products dedicated to seniors and made from insects,,7,Prosperity,,,,,,https://app.dealroom.co/companies/nutri_earth,0
475,Gravitricity,https://www.gravitricity.com/,Dealroom,Providing green electricity and revive life in old mining communities,,7,Prosperity,,,,,,https://app.dealroom.co/companies/gravitricity,0
476,Seneco,http://seneco.dk/uk,Dealroom,Sustainable street light controls with up to 92% reduction of the energy consumption,,11,Prosperity,,,,,Side,https://app.dealroom.co/companies/seneco,0
477,Nabrawind Technologies,http://www.nabrawind.com/,Dealroom,Design and development of advanced wind technologies,,13,Planet,,,,,Core,https://app.dealroom.co/companies/nabrawind_technologies,0
478,Electric Mobility Company,http://www.xkuty.com,Dealroom,A brand of electric bikes,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/electric_mobility_company,0
479,HEVO Power,http://hevopower.com/,Dealroom,"HEVO’s Wireless Power Network eliminates costly problems with plug-in charging while the HEVO Mobile App and Dashboard offer drivers and fleets remote access to charging, energy usage, and performance data.",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/hevo_power,0
480,ResourceKraft,http://resourcekraft.com,Dealroom,Home Page - ResourceKraft,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/resourcekraft,0
481,Piclo,http://piclo.energy,Dealroom,Generating renewable power,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/open_utility,0
482,Velorution,http://www.velorution.com/,Dealroom,UK's premium lifestyle cycling stores & magazine,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/velorution,0
483,Ultromex,http://ultromex.com,Dealroom,Ultromex - Tomorrow's Technology Today,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ultromex,0
484,Green Gas International,http://greengas.net,Dealroom,Green Gas International converts methane emissions from coal mines and landfill sites into clean energy and valuable carbon credits,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/green_gas_international,0
485,The Hub Controller,http://thehubcontroller.com,Dealroom,Irelands Smarter Home Thermostat,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/the_hub_controller,0
486,Nnergix,http://www.nnergix.com,Dealroom,Nnergix is a data analytics startup focused in the renewable energy industry providing forecasting solutions using big data and artificial intelligence techniques through a web-based platform.,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/nnergix,0
487,Green Goods,http://www.greengoods.pl,Dealroom,Green goods,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/green_goods,0
488,Hybrid Energy Storage Solutions Ltd.,https://hesstec.net,Dealroom,Hesstec – Win Inertia – Your energy. Our passion,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/hybrid_energy_storage_solutions_ltd_,0
489,Wattics,http://www.wattics.com,Dealroom,Wattics is a unique software solution for energy management,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/wattics,0
490,Enertechnos Holdings,http://enertechnos.com,Dealroom,"To develop, patent and commercialise CTS as a new concept in ultra-low loss cable based on capacitance technology",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/enertechnos_holdings,0
491,Ampler Bikes,http://www.amplerbikes.com,Dealroom,Light Electric Bikes for Urban Cyclists,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ampler_bikes,0
492,biopipe.co,http://biopipe.co,Dealroom,"Clean Energy, Water Treatment, Patented Technology",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/biopipe_co,0
493,Bimoz.ch,http://www.bimoz.ch/de/,Dealroom,Smart e-bike engine,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/bimoz_ch,0
494,Oddbox,http://www.oddbox.co.uk,Dealroom,London's first wonky and surplus fruit and veg box scheme,,2,People,,,,,Core,https://app.dealroom.co/companies/oddbox,0
495,SINN Power,http://www.sinnpower.com,Dealroom,SINN Power | Wave Energy,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/sinn_power,0
496,Tewer,http://www.tewer.es,Dealroom,Solar energy & multisectorial technology,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/tewer,0
497,Fazla Gıda,https://www.fazlagida.com/,Dealroom,Providing innovative tech solutions and allowing surplus food e-commerce between businesses,,13,Planet,,,,,Core,https://app.dealroom.co/companies/fazla_g_da,0
498,Sustainer Homes,http://sustainerhomes.nl,Dealroom,"A proven, modular construction system for sustainable custom homes",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/sustainer_homes,0
499,Globechain,http://globechain.com,Dealroom,"Reuse unwanted items with businesses, charities and people",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/globechain,0
500,PVC Recycling,http://pvcrecycling.co.uk,Dealroom,PVC Recycling Ltd - Leaders In Post Consumer Plastic Recycling,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/pvc_recycling,0
501,Addbike,http://www.addbike.fr/en/home/,Dealroom,"Tilting two-wheel pendulum chassis that attaches to the front wheel of any conventional bicycle, transforming it into an urban tricycle that easily attaches to modules",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/addbike,0
502,Bleeve,http://bleeve.nl,Dealroom,A social internet platform that connects people on the topic of saving and producing energy at home,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/bleeve_1,0
503,GreenHome,https://greenhome.nl/,Dealroom,Making homes energy neutral using data & algorithms,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/bleeve,0
504,Skytree,https://www.skytree.eu/,Dealroom,Turning CO2 into a profitable and sustainable resource,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/giaura,0
505,Wellsun,http://www.wellsun.nl/,Dealroom,The Lumiduct from Wellsun is an elegant solution for making buildings more sustainable and livable. Buildings with the Lumiduct come to life,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/wellsun,0
506,Absolicon Solar Concentrator,http://absolicon.com,Dealroom,Solar Collector - a Parabolic Trough combining Photovoltaic and Solar Thermal Panels,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/absolicon_solar_concentrator,0
507,EcoLogicLiving,http://ecologicliving.co.uk,Dealroom,"One stop shop for Renewable Energy; Heat pumps, Biomass, Solar",,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/ecologicliving,0
508,Human Food,https://humanfood.bio,Dealroom,Developing nutrition bars that contain the recommended daily portion of natural vitamins,,2,People,,,,,Side,https://app.dealroom.co/companies/human_food,0
509,Watts Battery,http://wattsbattery.com/,Dealroom,"Solar storage systems in one small plug and play scalable case PV Self-consumption, time-of-use bill management and outdoor applications",,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/watts_battery,0
510,Pony Zero,http://www.ponyzero.com/,Dealroom,"Express delivery service by bike, optimized thanks to an app and a management software",,13,Planet,,,,,Core,https://app.dealroom.co/companies/pony_zero,0
511,Ebikelabs,http://www.ebikelabs.com,Dealroom,Next generation drive system for eBikes,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/ebikelabs,0
512,ECONNECT CARS,http://www.econnectcars.com,Dealroom,Minicabs in London | eConnect cars - Electric Minicabs in London,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/econnect_cars,0
513,The Great Bubble Barrier,https://thegreatbubblebarrier.com/en/,Dealroom,With a curtain of air bubbles we stop the plastic from flowing downstream without hindering fish or ship traffic,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/the_great_bubble_barrier,0
514,SOLETAIR POWER Oy,http://soletairpower.fi,Dealroom,Soletair Power Ltd | carbon neutrality by,,13,Planet,,,,,Core,https://app.dealroom.co/companies/soletair_power_oy,0
515,Wind Power LAB,http://windpowerlab.com/,Dealroom,Automated wind turbine blade defect detection and assessment through AI,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/wind_power_lab,0
516,Trident Energy,http://www.tridentenergy.co.uk,Dealroom,Trident Energy is an independent developer of enabling technology for the offshore renewables industry,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/trident_energy,0
517,Ete,http://www.ecosheet.com,Dealroom,Engineered panels made from 100% recycled plastics,,11,Prosperity,,,,,Core,https://app.dealroom.co/companies/ete,0
518,Tocardo,http://www.tocardo.com/,Dealroom,Facing a huge challenge in replacing fossil fuels for renewable alternatives,,7,Prosperity,,,,,Core,https://app.dealroom.co/companies/tocardo,0
519,Parkkisähkö Oy,https://www.parkkisahko.fi/,Dealroom,Parking electricity for businesses,,7,Prosperity,,,,,Side,https://app.dealroom.co/companies/parkkiselekt_oy,0
520,Paradiset,https://paradiset.com/,Dealroom,The largest natural and organic grocery store in Scandinavia,,3,People,,,,,Core,https://app.dealroom.co/companies/paradiset,0
521,Libertine FPE Limited,http://libertine.co.uk,Dealroom,"Developing linear generator and free piston technology for power generation, waste heat recovery and energy storage applications",,13,Planet,,,,,Side,https://app.dealroom.co/companies/libertine_fpe_limited,0
